Price,Close,High,Low,Open,Volume
Ticker,CRWD,CRWD,CRWD,CRWD,CRWD
Datetime,,,,,
2026-08-27 09:30:00-04:00,210.9199981689453,210.9199981689453,206.1999969482422,208.25,1356182
2026-08-27 09:31:00-04:00,211.51620483398438,213.82000732421875,210.1999969482422,210.99000549316406,361308
2026-08-27 09:32:00-04:00,213.90020751953125,215.6300048828125,211.0,211.47500610351562,408988
2026-08-27 09:33:00-04:00,214.0,214.80999755859375,213.0800018310547,213.69000244140625,136659
2026-08-27 09:34:00-04:00,216.77439880371094,216.8699951171875,212.5800018310547,213.79379272460938,257198
2026-08-27 09:35:00-04:00,216.69500732421875,216.99000549316406,215.04969787597656,216.67999267578125,233006
2026-08-27 09:36:00-04:00,216.72999572753906,217.9499969482422,216.0500030517578,216.80990600585938,278867
2026-08-27 09:37:00-04:00,216.1300048828125,217.28990173339844,215.71470642089844,216.7550048828125,133518
2026-08-27 09:38:00-04:00,217.02000427246094,217.3000030517578,216.1199951171875,216.22000122070312,148465
2026-08-27 09:39:00-04:00,216.02000427246094,217.88999938964844,215.02000427246094,217.19000244140625,248305
2026-08-27 09:40:00-04:00,218.50860595703125,218.57000732421875,216.01010131835938,216.09500122070312,198889
2026-08-27 09:41:00-04:00,220.4199981689453,220.58999633789062,218.4499969482422,218.5,281172
2026-08-27 09:42:00-04:00,219.875,220.75999450683594,218.9199981689453,220.3000030517578,154022
2026-08-27 09:43:00-04:00,219.49000549316406,220.3800048828125,219.11000061035156,219.86500549316406,128997
2026-08-27 09:44:00-04:00,221.37010192871094,221.59500122070312,219.5601043701172,219.67999267578125,204111
2026-08-27 09:45:00-04:00,218.25,221.69000244140625,218.1199951171875,221.5,213210
2026-08-27 09:46:00-04:00,216.8800048828125,218.99000549316406,216.50010681152344,218.3699951171875,141064
2026-08-27 09:47:00-04:00,216.10000610351562,217.27999877929688,216.0,216.8800048828125,159776
2026-08-27 09:48:00-04:00,217.26499938964844,217.9532928466797,215.66050720214844,216.11500549316406,204164
2026-08-27 09:49:00-04:00,218.0919952392578,218.2899932861328,217.0500030517578,217.27000427246094,124960
2026-08-27 09:50:00-04:00,218.7100067138672,219.47000122070312,218.32000732421875,218.3300018310547,126805
2026-08-27 09:51:00-04:00,219.52999877929688,220.1999053955078,218.8502960205078,218.8699951171875,164440
2026-08-27 09:52:00-04:00,219.56500244140625,219.75,219.08009338378906,219.52499389648438,77622
2026-08-27 09:53:00-04:00,219.2449951171875,219.6999969482422,218.82000732421875,219.57000732421875,53614
2026-08-27 09:54:00-04:00,218.91000366210938,219.6199951171875,218.64010620117188,219.2449951171875,63845
2026-08-27 09:55:00-04:00,219.1999969482422,219.75,218.52999877929688,218.91000366210938,143501
2026-08-27 09:56:00-04:00,219.25,219.49000549316406,218.75,219.13999938964844,81521
2026-08-27 09:57:00-04:00,218.4199981689453,219.25,218.32009887695312,219.25,72586
2026-08-27 09:58:00-04:00,219.110107421875,219.25,218.4250030517578,218.4250030517578,63069
2026-08-27 09:59:00-04:00,218.69000244140625,219.57000732421875,218.57000732421875,219.17999267578125,112296
2026-08-27 10:00:00-04:00,220.2949981689453,220.5,218.75999450683594,218.75999450683594,188920
2026-08-27 10:01:00-04:00,220.5,220.8000030517578,219.90499877929688,220.32000732421875,119528
2026-08-27 10:02:00-04:00,220.44000244140625,220.97000122070312,220.3300018310547,220.52000427246094,89102
2026-08-27 10:03:00-04:00,221.74000549316406,221.75,220.02999877929688,220.4600067138672,147498
2026-08-27 10:04:00-04:00,221.64999389648438,221.94000244140625,221.22000122070312,221.7899932861328,85862
2026-08-27 10:05:00-04:00,222.0399932861328,222.27000427246094,221.42999267578125,221.64999389648438,134677
2026-08-27 10:06:00-04:00,222.74000549316406,222.83999633789062,221.94000244140625,222.17999267578125,126874
2026-08-27 10:07:00-04:00,222.0050048828125,223.02499389648438,221.8699951171875,222.7449951171875,110436
2026-08-27 10:08:00-04:00,222.11000061035156,222.35000610351562,221.8000030517578,222.00999450683594,91751
2026-08-27 10:09:00-04:00,222.69000244140625,222.75999450683594,221.92999267578125,222.22230529785156,72603
2026-08-27 10:10:00-04:00,223.47500610351562,223.67999267578125,222.35000610351562,222.69000244140625,113659
2026-08-27 10:11:00-04:00,223.6999969482422,223.75,222.75999450683594,223.47500610351562,89449
2026-08-27 10:12:00-04:00,224.64999389648438,224.8000030517578,223.6300048828125,223.6999969482422,137816
2026-08-27 10:13:00-04:00,225.1800994873047,225.77609252929688,224.5301055908203,224.6649932861328,229508
2026-08-27 10:14:00-04:00,224.6649932861328,225.38999938964844,224.36000061035156,225.25,143730
2026-08-27 10:15:00-04:00,225.02000427246094,225.47000122070312,224.60009765625,224.6649932861328,98745
